CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13186,40.0,3.0,1575.89,0,Regular
13187,337.0,1.0,236.02,1,At Risk
13188,11.0,1.0,114.6,0,Regular
13189,19.0,2.0,260.68,0,Regular
13192,95.0,2.0,911.94,0,Regular
13193,61.0,1.0,117.88,0,Regular
13194,136.0,1.0,60.7,0,Regular
13196,11.0,4.0,1797.78,0,Regular
13198,10.0,6.0,3401.24,0,Regular
13199,4.0,38.0,9817.12,0,Regular
13200,19.0,4.0,870.09,0,Regular
13203,10.0,4.0,869.46,0,Regular
13207,15.0,2.0,250.26,0,Regular
13208,59.0,6.0,1223.9,0,Regular
13209,30.0,8.0,5891.61,0,Regular
13210,94.0,1.0,353.48,0,Regular
13211,10.0,3.0,1197.42,0,Regular
13212,20.0,3.0,788.08,0,Regular
13213,57.0,5.0,1520.58,0,Regular
13216,268.0,1.0,333.74,1,At Risk
13217,122.0,3.0,533.98,0,Regular
13218,127.0,1.0,62.63999999999999,0,Regular
13220,78.0,4.0,819.2900000000001,0,Regular
13221,240.0,2.0,847.41,1,At Risk
13223,200.0,2.0,163.20000000000002,1,At Risk
13224,60.0,2.0,2155.95,0,Regular
13225,3.0,7.0,6463.84,0,Regular
13226,273.0,1.0,108.21,1,At Risk
13227,202.0,1.0,257.7,1,At Risk
13228,81.0,1.0,358.0,0,Regular
13229,226.0,1.0,160.95,1,At Risk
13230,4.0,14.0,2806.97,0,Regular
13232,13.0,7.0,1357.6,0,Regular
13233,74.0,2.0,605.12,0,Regular
13235,212.0,1.0,1031.07,1,At Risk
13236,25.0,2.0,744.85,0,Regular
13238,17.0,4.0,700.73,0,Regular
13239,262.0,1.0,329.56,1,At Risk
13240,96.0,4.0,663.65,0,Regular
13242,112.0,3.0,270.40000000000003,0,Regular
13243,203.0,1.0,600.07,1,At Risk
13244,93.0,1.0,121.74,0,Regular
13245,51.0,1.0,430.5,0,Regular
13246,18.0,6.0,1987.3,0,Regular
13247,18.0,4.0,501.12,0,Regular
13248,125.0,2.0,465.68,0,Regular
13249,92.0,3.0,711.41,0,Regular
13253,157.0,2.0,1030.4,1,At Risk
13255,9.0,2.0,399.51,0,Regular
13258,12.0,3.0,698.58,0,Regular
13259,62.0,1.0,292.32,0,Regular
13260,61.0,1.0,557.62,0,Regular
13261,269.0,2.0,944.1,1,At Risk
13262,263.0,1.0,200.29,1,At Risk
13263,1.0,35.0,7454.07,0,Regular
13265,53.0,5.0,2107.66,0,Regular
13266,11.0,12.0,3834.26,0,Regular
13267,3.0,19.0,4521.49,0,Regular
13268,18.0,11.0,3214.69,0,Regular
13269,1.0,15.0,5346.2300000000005,0,Regular
13270,366.0,1.0,590.0,1,At Risk
13271,37.0,1.0,217.38,0,Regular
13272,31.0,2.0,276.56,0,Regular
13273,113.0,1.0,138.98,0,Regular
13276,64.0,2.0,590.9300000000001,0,Regular
13277,16.0,4.0,258.4,0,Regular
13278,41.0,1.0,542.73,0,Regular
13279,78.0,1.0,137.75,0,Regular
13280,122.0,3.0,814.86,0,Regular
13282,18.0,3.0,1132.14,0,Regular
13283,60.0,2.0,93.66,0,Regular
13284,331.0,1.0,201.19,1,At Risk
13285,23.0,4.0,2709.12,0,Regular
13291,156.0,1.0,361.11,1,At Risk
13292,39.0,2.0,578.9399999999999,0,Regular
13294,190.0,2.0,873.74,1,At Risk
13295,360.0,1.0,201.2,1,At Risk
13296,137.0,1.0,87.4,1,At Risk
13297,8.0,4.0,2089.85,0,Regular
13298,1.0,1.0,360.0,0,Regular
13299,268.0,1.0,142.5,1,At Risk
13300,169.0,1.0,371.89,1,At Risk
13301,104.0,4.0,618.09,0,Regular
13302,155.0,1.0,63.75,1,At Risk
13304,351.0,1.0,300.42,1,At Risk
13305,4.0,10.0,2000.86,0,Regular
13307,120.0,1.0,15.0,0,Regular
13308,23.0,3.0,1385.51,0,Regular
13309,7.0,5.0,1456.79,0,Regular
13310,28.0,3.0,1132.03,0,Regular
13311,4.0,2.0,598.57,0,Regular
13313,22.0,5.0,1555.32,0,Regular
13314,2.0,3.0,775.94,0,Regular
13316,37.0,4.0,5977.7300000000005,0,Regular
13317,66.0,6.0,2273.68,0,Regular
13318,1.0,3.0,640.76,0,Regular
13319,5.0,26.0,10845.55,0,Regular
13320,78.0,4.0,1548.7,0,Regular
13321,72.0,2.0,567.36,0,Regular
13322,17.0,1.0,199.48,0,Regular
13323,3.0,5.0,787.85,0,Regular
13324,36.0,10.0,7121.95,0,Regular
13325,82.0,1.0,675.3,0,Regular
13327,39.0,8.0,3627.77,0,Regular
13328,316.0,1.0,1308.48,1,At Risk
13329,32.0,2.0,789.0,0,Regular
13330,93.0,3.0,1140.93,0,Regular
13332,14.0,1.0,350.9,0,Regular
13334,82.0,3.0,3536.82,0,Regular
13336,77.0,1.0,795.12,0,Regular
13338,158.0,1.0,487.02,1,At Risk
13339,201.0,1.0,860.12,1,At Risk
13340,45.0,7.0,10736.48,0,Regular
13341,261.0,1.0,775.85,1,At Risk
13343,178.0,1.0,353.43,1,At Risk
13344,68.0,3.0,2543.72,0,Regular
13345,288.0,1.0,389.5,1,At Risk
13347,70.0,1.0,341.36,0,Regular
13348,64.0,1.0,233.76,0,Regular
13349,11.0,1.0,247.32,0,Regular
13350,16.0,2.0,979.12,0,Regular
13351,66.0,1.0,373.94,0,Regular
13352,60.0,1.0,397.98,0,Regular
13354,71.0,1.0,743.53,0,Regular
13355,122.0,1.0,674.7,0,Regular
13356,80.0,1.0,768.24,0,Regular
13357,257.0,1.0,609.95,1,At Risk
13358,269.0,1.0,439.03,1,At Risk
13359,64.0,1.0,439.56,0,Regular
13362,9.0,4.0,3090.74,0,Regular
13363,18.0,2.0,992.5,0,Regular
13364,71.0,1.0,134.95999999999998,0,Regular
13365,34.0,2.0,2225.37,0,Regular
13366,50.0,1.0,56.16,0,Regular
13368,257.0,2.0,623.4,1,At Risk
13369,366.0,1.0,308.28000000000003,1,At Risk
13370,372.0,1.0,754.87,1,At Risk
13372,90.0,1.0,378.64,0,Regular
13373,61.0,3.0,3312.25,0,Regular
13375,89.0,1.0,778.65,0,Regular
13376,99.0,3.0,1019.76,0,Regular
13379,26.0,3.0,572.56,0,Regular
13381,32.0,6.0,3639.31,0,Regular
13382,281.0,1.0,222.99,1,At Risk
13384,31.0,7.0,4151.93,0,Regular
13385,330.0,1.0,534.57,1,At Risk
13388,131.0,2.0,677.1,0,Regular
13389,11.0,3.0,797.96,0,Regular
13390,75.0,1.0,544.08,0,Regular
13391,204.0,1.0,59.8,1,At Risk
13394,2.0,8.0,2520.02,0,Regular
13395,185.0,1.0,307.72,1,At Risk
13396,29.0,2.0,1360.99,0,Regular
13397,73.0,5.0,1544.13,0,Regular
13398,192.0,1.0,457.34,1,At Risk
13402,127.0,2.0,621.23,0,Regular
13403,18.0,1.0,75.0,0,Regular
13404,1.0,2.0,252.49,0,Regular
13405,74.0,3.0,572.451,0,Regular
13408,2.0,62.0,28117.04,0,Regular
13410,24.0,5.0,1003.06,0,Regular
13411,107.0,1.0,213.55,0,Regular
13414,134.0,3.0,1390.5,0,Regular
13416,44.0,2.0,712.5,0,Regular
13417,5.0,2.0,640.83,0,Regular
13418,12.0,18.0,6127.43,0,Regular
13419,64.0,1.0,221.06,0,Regular
13420,150.0,2.0,159.85,1,At Risk
13421,40.0,2.0,1851.08,0,Regular
13422,64.0,1.0,2626.3,0,Regular
13425,108.0,3.0,1624.21,0,Regular
13426,1.0,10.0,3641.32,0,Regular
13427,19.0,3.0,582.6,0,Regular
13428,10.0,1.0,218.47,0,Regular
13429,11.0,4.0,1006.8,0,Regular
13430,19.0,2.0,679.45,0,Regular
13431,67.0,2.0,1269.1,0,Regular
13434,74.0,2.0,534.24,0,Regular
13435,5.0,7.0,3809.89,0,Regular
13436,2.0,1.0,196.89,0,Regular
13437,14.0,7.0,3408.06,0,Regular
13439,255.0,1.0,283.71,1,At Risk
13441,92.0,1.0,296.64,0,Regular
13447,23.0,3.0,1129.14,0,Regular
13448,17.0,6.0,3539.37,0,Regular
13449,24.0,1.0,291.88,0,Regular
13450,27.0,6.0,2043.72,0,Regular
13451,26.0,5.0,2976.15,0,Regular
13452,259.0,2.0,590.0,1,At Risk
13453,166.0,2.0,356.98,1,At Risk
13455,25.0,2.0,1058.34,0,Regular
13456,18.0,6.0,1766.72,0,Regular
13458,7.0,14.0,9646.57,0,Regular
13460,29.0,2.0,183.44,0,Regular
13461,39.0,3.0,1445.0,0,Regular
13462,253.0,1.0,151.5,1,At Risk
13464,58.0,1.0,674.68,0,Regular
13466,184.0,1.0,307.9,1,At Risk
13467,11.0,2.0,1083.71,0,Regular
13468,2.0,37.0,5704.97,0,Regular
13470,99.0,2.0,165.0,0,Regular
13471,1.0,4.0,2531.58,0,Regular
13473,61.0,2.0,422.64,0,Regular
13474,236.0,1.0,229.59,1,At Risk
13475,191.0,4.0,1431.78,1,At Risk
13476,179.0,2.0,1238.47,1,At Risk
13477,38.0,6.0,1454.58,0,Regular
13479,201.0,2.0,300.95,1,At Risk
13481,46.0,5.0,1804.56,0,Regular
13482,232.0,1.0,184.64,1,At Risk
13483,66.0,1.0,140.34,0,Regular
13484,241.0,1.0,313.8,1,At Risk
13485,233.0,1.0,454.24,1,At Risk
13486,78.0,3.0,1122.41,0,Regular
13487,58.0,3.0,575.4,0,Regular
13488,17.0,13.0,8968.31,0,Regular
13489,105.0,4.0,449.52,0,Regular
13491,52.0,10.0,1215.82,0,Regular
13492,136.0,3.0,1269.84,0,Regular
13493,275.0,2.0,618.63,1,At Risk
13494,312.0,1.0,316.26000000000005,1,At Risk
13495,8.0,5.0,2044.87,0,Regular
13496,11.0,2.0,653.33,0,Regular
13497,283.0,2.0,348.05,1,At Risk
13499,18.0,5.0,1159.11,0,Regular
13500,23.0,3.0,1166.77,0,Regular
13501,288.0,1.0,1340.32,1,At Risk
13502,17.0,3.0,292.0,0,Regular
13503,71.0,1.0,216.85,0,Regular
13504,64.0,1.0,295.93,0,Regular
13505,73.0,4.0,4393.63,0,Regular
13506,316.0,2.0,458.52,1,At Risk
13507,3.0,4.0,2479.16,0,Regular
13508,244.0,1.0,110.97,1,At Risk
13509,9.0,7.0,979.72,0,Regular
13510,1.0,4.0,1791.56,0,Regular
13512,261.0,1.0,251.21,1,At Risk
13513,127.0,1.0,205.1,0,Regular
13514,74.0,1.0,152.20000000000002,0,Regular
13515,73.0,4.0,891.12,0,Regular
13516,21.0,3.0,1389.41,0,Regular
13517,60.0,3.0,2128.42,0,Regular
13518,86.0,1.0,659.4399999999999,0,Regular
13519,78.0,1.0,122.75,0,Regular
13520,59.0,6.0,3624.35,0,Regular
13521,1.0,3.0,1093.65,0,Regular
13522,30.0,1.0,125.8,0,Regular
13523,33.0,5.0,3964.88,0,Regular
13524,41.0,5.0,680.1800000000001,0,Regular
13525,15.0,2.0,628.78,0,Regular
13527,34.0,7.0,2287.51,0,Regular
13529,79.0,2.0,307.76,0,Regular
13531,205.0,2.0,483.8,1,At Risk
13532,34.0,1.0,210.31,0,Regular
13533,183.0,3.0,270.79,1,At Risk
13534,2.0,25.0,5870.08,0,Regular
13536,1.0,7.0,3448.29,0,Regular
13538,43.0,7.0,1280.85,0,Regular
13539,86.0,3.0,631.34,0,Regular
13544,40.0,2.0,291.41,0,Regular
13546,12.0,3.0,626.99,0,Regular
13548,96.0,2.0,682.41,0,Regular
13549,26.0,7.0,918.2,0,Regular
13551,319.0,1.0,91.8,1,At Risk
13552,66.0,12.0,3740.07,0,Regular
13555,74.0,4.0,4149.28,0,Regular
13557,28.0,2.0,584.06,0,Regular
13558,6.0,4.0,605.06,0,Regular
13560,7.0,1.0,174.37,0,Regular
13561,216.0,1.0,141.86,1,At Risk
13562,82.0,3.0,1799.33,0,Regular
13563,84.0,2.0,777.53,0,Regular
13564,144.0,3.0,1749.02,1,At Risk
13565,19.0,2.0,240.22,0,Regular
13566,41.0,2.0,874.71,0,Regular
13568,173.0,1.0,192.85,1,At Risk
13569,17.0,2.0,373.75,0,Regular
13570,243.0,1.0,239.49,1,At Risk
13571,13.0,12.0,2092.32,0,Regular
13572,206.0,1.0,1384.25,1,At Risk
13573,50.0,2.0,294.4,0,Regular
13575,23.0,5.0,732.0699999999999,0,Regular
13576,10.0,18.0,6717.34,0,Regular
13577,25.0,4.0,1687.6,0,Regular
13579,15.0,2.0,467.04,0,Regular
13581,309.0,1.0,118.0,1,At Risk
13583,156.0,1.0,781.03,1,At Risk
13584,307.0,1.0,142.4,1,At Risk
13587,64.0,1.0,712.4,0,Regular
13588,16.0,9.0,2478.95,0,Regular
13589,15.0,2.0,379.65,0,Regular
13590,11.0,6.0,1981.92,0,Regular
13591,65.0,3.0,1117.13,0,Regular
13592,36.0,4.0,247.96,0,Regular
13593,108.0,5.0,2037.08,0,Regular
13594,53.0,1.0,396.97,0,Regular
13596,6.0,2.0,697.04,0,Regular
13598,47.0,1.0,180.17,0,Regular
13599,1.0,21.0,5153.67,0,Regular
13600,312.0,1.0,219.52,1,At Risk
13601,45.0,2.0,693.32,0,Regular
13602,65.0,1.0,428.89,0,Regular
13603,26.0,1.0,164.34,0,Regular
13606,29.0,3.0,280.54,0,Regular
13607,40.0,1.0,678.01,0,Regular
13610,12.0,7.0,1131.88,0,Regular
13611,89.0,3.0,1171.8,0,Regular
13614,24.0,4.0,1610.46,0,Regular
13615,319.0,1.0,417.69,1,At Risk
13617,40.0,3.0,544.18,0,Regular
13618,174.0,1.0,177.34,1,At Risk
13621,117.0,1.0,213.85,0,Regular
13623,31.0,5.0,747.78,0,Regular
13626,253.0,1.0,257.23,1,At Risk
13627,59.0,5.0,1638.47,0,Regular
13629,23.0,11.0,7792.36,0,Regular
13630,5.0,7.0,2031.78,0,Regular
13631,100.0,11.0,3070.42,0,Regular
13632,25.0,5.0,2121.27,0,Regular
13634,33.0,5.0,1575.16,0,Regular
13635,68.0,1.0,1071.03,0,Regular
13636,37.0,5.0,949.12,0,Regular
13637,52.0,3.0,810.5,0,Regular
13638,16.0,1.0,122.64,0,Regular
13639,74.0,1.0,1033.34,0,Regular
13642,216.0,1.0,354.8,1,At Risk
13643,31.0,3.0,519.44,0,Regular
13644,16.0,4.0,2624.26,0,Regular
13645,120.0,1.0,252.1,0,Regular
13647,10.0,4.0,1678.12,0,Regular
13649,257.0,2.0,346.6,1,At Risk
13650,17.0,6.0,1836.34,0,Regular
13651,35.0,2.0,94.2,0,Regular
13652,46.0,3.0,1095.08,0,Regular
13654,43.0,6.0,2707.33,0,Regular
13655,114.0,2.0,932.97,0,Regular
13656,165.0,2.0,379.65,1,At Risk
13657,11.0,2.0,382.14,0,Regular
13658,10.0,5.0,2639.17,0,Regular
13659,206.0,2.0,1573.2,1,At Risk
13662,86.0,3.0,897.76,0,Regular
13663,179.0,1.0,189.47,1,At Risk
13666,60.0,3.0,84.65,0,Regular
13667,149.0,1.0,305.02,1,At Risk
13668,3.0,21.0,6363.59,0,Regular
13669,51.0,2.0,218.55,0,Regular
13670,75.0,1.0,349.7,0,Regular
13672,301.0,2.0,186.39,1,At Risk
13673,19.0,2.0,396.92,0,Regular
13675,151.0,2.0,486.8200000000001,1,At Risk
13678,152.0,1.0,232.6,1,At Risk
13680,1.0,4.0,3722.42,0,Regular
13681,18.0,4.0,827.83,0,Regular
13682,187.0,1.0,59.5,1,At Risk
13684,286.0,1.0,67.23,1,At Risk
13685,3.0,7.0,3119.44,0,Regular
13686,183.0,1.0,72.0,1,At Risk
13689,63.0,1.0,910.0,0,Regular
13690,59.0,1.0,172.25,0,Regular
13692,25.0,3.0,1488.32,0,Regular
13694,4.0,50.0,65039.62,2,VIP
13695,31.0,15.0,2504.13,0,Regular
13697,39.0,1.0,151.29999999999998,0,Regular
13699,155.0,1.0,308.58000000000004,1,At Risk
13700,26.0,10.0,2265.12,0,Regular
13703,318.0,1.0,99.5,1,At Risk
13704,5.0,9.0,2308.06,0,Regular
13705,8.0,3.0,711.86,0,Regular
13706,303.0,1.0,330.79,1,At Risk
13707,267.0,2.0,806.41,1,At Risk
13708,271.0,1.0,296.88,1,At Risk
13709,4.0,13.0,6328.05,0,Regular
13710,32.0,1.0,180.48,0,Regular
13711,219.0,2.0,252.06,1,At Risk
13712,247.0,1.0,228.84,1,At Risk
13715,281.0,5.0,1079.34,1,At Risk
13716,269.0,1.0,138.28,1,At Risk
13717,32.0,6.0,1445.01,0,Regular
13718,246.0,2.0,306.55,1,At Risk
13719,15.0,5.0,1041.68,0,Regular
13720,117.0,4.0,799.9,0,Regular
13721,36.0,1.0,524.14,0,Regular
13722,132.0,3.0,2375.41,0,Regular
13723,217.0,1.0,199.85,1,At Risk
13725,50.0,8.0,1980.56,0,Regular
13726,39.0,2.0,1079.66,0,Regular
13727,29.0,2.0,333.48,0,Regular
13728,37.0,6.0,1016.14,0,Regular
13730,136.0,2.0,752.6,0,Regular
13731,219.0,2.0,610.59,1,At Risk
13732,28.0,1.0,491.86,0,Regular
13735,25.0,4.0,2885.24,0,Regular
13736,5.0,2.0,731.9,0,Regular
13737,200.0,1.0,339.6,1,At Risk
13739,18.0,1.0,216.9,0,Regular
13740,241.0,1.0,350.75,1,At Risk
13741,72.0,3.0,668.4300000000001,0,Regular
13742,17.0,12.0,3131.02,0,Regular
13743,3.0,7.0,1341.6,0,Regular
13744,95.0,2.0,1156.36,0,Regular
13745,162.0,1.0,300.04,1,At Risk
13747,374.0,1.0,79.6,1,At Risk
13748,96.0,5.0,948.25,0,Regular
13750,54.0,5.0,1647.26,0,Regular
13751,288.0,1.0,296.25,1,At Risk
13752,124.0,6.0,1186.28,0,Regular
13753,288.0,1.0,741.26,1,At Risk
13754,152.0,2.0,282.6,1,At Risk
13755,4.0,9.0,2161.35,0,Regular
13756,2.0,14.0,5189.52,0,Regular
13758,12.0,7.0,3190.55,0,Regular
13759,33.0,2.0,659.4100000000001,0,Regular
13760,54.0,2.0,286.79,0,Regular
13761,50.0,2.0,1070.65,0,Regular
13762,219.0,1.0,306.72,1,At Risk
13763,63.0,1.0,1714.96,0,Regular
13764,71.0,3.0,1521.76,0,Regular
13767,2.0,37.0,17220.36,0,Regular
13769,2.0,10.0,2796.51,0,Regular
13771,64.0,4.0,2634.45,0,Regular
13772,34.0,3.0,1132.13,0,Regular
13774,82.0,1.0,345.0,0,Regular
13777,1.0,33.0,25977.16,0,Regular
13778,103.0,1.0,178.7,0,Regular
13780,7.0,2.0,360.01,0,Regular
13781,251.0,1.0,127.84,1,At Risk
13782,13.0,6.0,912.0,0,Regular
13784,10.0,11.0,2462.79,0,Regular
13786,367.0,1.0,230.4,1,At Risk
13787,76.0,2.0,309.04,0,Regular
13790,4.0,1.0,348.8,0,Regular
13791,128.0,2.0,1516.0,0,Regular
13792,66.0,2.0,195.55,0,Regular
13798,1.0,57.0,37153.85,0,Regular
13799,117.0,2.0,688.86,0,Regular
13800,310.0,1.0,558.32,1,At Risk
13801,67.0,1.0,324.8,0,Regular
13802,139.0,3.0,4599.42,0,Regular
13803,255.0,1.0,277.07,1,At Risk
13804,31.0,7.0,2635.79,0,Regular
13805,52.0,2.0,924.6,0,Regular
13806,64.0,1.0,256.38,0,Regular
13807,367.0,1.0,112.6,1,At Risk
13808,6.0,5.0,1747.66,0,Regular
13809,305.0,1.0,155.05,1,At Risk
13810,29.0,3.0,1499.01,0,Regular
13811,184.0,3.0,814.5,1,At Risk
13812,42.0,3.0,539.0,0,Regular
13813,40.0,4.0,1366.86,0,Regular
13814,92.0,2.0,1579.12,0,Regular
13815,22.0,4.0,4027.36,0,Regular
13816,24.0,2.0,571.6700000000001,0,Regular
13817,29.0,2.0,382.98,0,Regular
13819,302.0,3.0,1140.35,1,At Risk
13821,145.0,2.0,385.64,1,At Risk
13822,6.0,2.0,632.0,0,Regular
13823,19.0,2.0,957.66,0,Regular
13824,33.0,5.0,1698.94,0,Regular
13826,176.0,1.0,189.5,1,At Risk
13827,58.0,3.0,412.05,0,Regular
13828,22.0,1.0,209.49,0,Regular
13831,16.0,6.0,2202.99,0,Regular
13832,19.0,1.0,52.2,0,Regular
13833,159.0,1.0,384.8,1,At Risk
13835,25.0,4.0,834.57,0,Regular
13837,212.0,2.0,271.24,1,At Risk
13838,6.0,4.0,691.73,0,Regular
13841,253.0,1.0,85.0,1,At Risk
13842,59.0,9.0,3385.62,0,Regular
13844,11.0,1.0,361.62,0,Regular
13845,65.0,1.0,312.98,0,Regular
13846,25.0,3.0,865.0600000000001,0,Regular
13848,92.0,3.0,1255.0,0,Regular
13849,52.0,2.0,1537.95,0,Regular
13850,129.0,1.0,1595.48,0,Regular
13851,96.0,3.0,2651.46,0,Regular
13853,57.0,1.0,1090.14,0,Regular
13854,9.0,25.0,8109.519999999999,0,Regular
13856,169.0,3.0,388.5,1,At Risk
13858,57.0,1.0,216.17,0,Regular
13859,326.0,1.0,201.16,1,At Risk
13860,1.0,5.0,1245.9,0,Regular
13862,18.0,8.0,2209.36,0,Regular
13863,248.0,1.0,305.78,1,At Risk
13865,58.0,4.0,501.56,0,Regular
13866,74.0,1.0,145.67000000000002,0,Regular
13867,31.0,3.0,1015.29,0,Regular
13868,7.0,2.0,3192.54,0,Regular
13869,123.0,4.0,3104.95,0,Regular
13870,2.0,8.0,2770.94,0,Regular
13871,23.0,13.0,6403.25,0,Regular
13873,120.0,3.0,389.6,0,Regular
13874,358.0,1.0,540.45,1,At Risk
13875,54.0,5.0,1786.79,0,Regular
13876,64.0,1.0,122.7,0,Regular
13877,86.0,1.0,117.24,0,Regular
13878,55.0,1.0,1281.53,0,Regular
13880,21.0,13.0,3219.77,0,Regular
13881,4.0,20.0,17159.52,0,Regular
13882,3.0,5.0,1191.13,0,Regular
13883,11.0,5.0,2674.48,0,Regular
13884,7.0,5.0,787.6,0,Regular
13885,189.0,2.0,506.8,1,At Risk
13886,71.0,1.0,243.56,0,Regular
13887,204.0,1.0,349.55,1,At Risk
13888,120.0,2.0,605.63,0,Regular
13889,93.0,1.0,416.9,0,Regular
13890,1.0,10.0,1883.81,0,Regular
13892,27.0,4.0,632.97,0,Regular
13893,298.0,1.0,821.1,1,At Risk
13894,24.0,3.0,564.62,0,Regular
13895,28.0,4.0,2593.07,0,Regular
13897,50.0,1.0,311.16,0,Regular
13898,326.0,1.0,155.93,1,At Risk
13899,16.0,2.0,388.52,0,Regular
13900,183.0,3.0,740.95,1,At Risk
13901,72.0,5.0,2867.2,0,Regular
13904,37.0,2.0,332.64,0,Regular
13908,80.0,4.0,2369.55,0,Regular
13911,57.0,9.0,2580.91,0,Regular
13914,12.0,2.0,626.45,0,Regular
13917,50.0,2.0,272.04,0,Regular
13918,50.0,2.0,1212.84,0,Regular
13919,59.0,2.0,384.81,0,Regular
13922,352.0,1.0,172.25,1,At Risk
13923,54.0,1.0,351.13,0,Regular
13924,2.0,6.0,1838.85,0,Regular
13925,93.0,4.0,678.25,0,Regular
13926,23.0,1.0,223.85,0,Regular
13927,75.0,1.0,348.99,0,Regular
13928,11.0,4.0,464.57,0,Regular
13929,169.0,2.0,842.65,1,At Risk
13930,58.0,2.0,337.34,0,Regular
13931,96.0,2.0,1237.53,0,Regular
13932,295.0,1.0,307.4,1,At Risk
13933,109.0,2.0,608.7900000000001,0,Regular
13934,264.0,1.0,922.1,1,At Risk
13936,180.0,1.0,376.58,1,At Risk
13937,169.0,1.0,158.85,1,At Risk
13938,35.0,1.0,71.66,0,Regular
13939,23.0,3.0,568.55,0,Regular
13940,17.0,4.0,839.14,0,Regular
13941,22.0,5.0,5112.96,0,Regular
13946,79.0,3.0,561.5699999999999,0,Regular
13947,65.0,1.0,90.6,0,Regular
13948,361.0,1.0,102.0,1,At Risk
13949,3.0,6.0,2427.32,0,Regular
13950,11.0,4.0,745.06,0,Regular
13951,176.0,3.0,674.45,1,At Risk
13952,218.0,2.0,3251.071,1,At Risk
13953,7.0,7.0,3515.68,0,Regular
13954,2.0,2.0,439.92,0,Regular
13955,154.0,2.0,322.96,1,At Risk
13956,5.0,5.0,1026.42,0,Regular
13959,79.0,3.0,598.2,0,Regular
13960,21.0,2.0,230.22,0,Regular
13962,22.0,2.0,169.55,0,Regular
13963,308.0,4.0,664.54,1,At Risk
13967,146.0,1.0,80.7,1,At Risk
13969,7.0,18.0,9053.94,0,Regular
13971,19.0,8.0,2758.26,0,Regular
13972,71.0,2.0,190.25,0,Regular
13973,287.0,1.0,264.7,1,At Risk
13974,49.0,1.0,413.59,0,Regular
13975,31.0,6.0,2526.28,0,Regular
13976,207.0,1.0,357.98,1,At Risk
13978,15.0,2.0,196.79,0,Regular
13979,73.0,1.0,869.87,0,Regular
13980,60.0,1.0,200.14,0,Regular
13982,39.0,4.0,1871.81,0,Regular
13983,30.0,12.0,2603.43,0,Regular
13984,27.0,5.0,920.51,0,Regular
13985,4.0,15.0,7060.13,0,Regular
13986,17.0,1.0,320.46,0,Regular
13988,20.0,6.0,4147.96,0,Regular
13989,66.0,2.0,1266.08,0,Regular
13990,213.0,1.0,311.3,1,At Risk
13991,12.0,6.0,855.97,0,Regular
13992,30.0,1.0,76.8,0,Regular
13993,43.0,9.0,3466.36,0,Regular
13994,4.0,6.0,2313.14,0,Regular
13995,15.0,5.0,1393.69,0,Regular
13999,10.0,12.0,3901.81,0,Regular
14000,211.0,1.0,635.66,1,At Risk
14001,46.0,3.0,2043.08,0,Regular
14002,134.0,2.0,529.73,0,Regular
14004,43.0,7.0,4582.64,0,Regular
14005,10.0,5.0,2874.72,0,Regular
14006,116.0,3.0,962.19,0,Regular
14009,198.0,2.0,695.61,1,At Risk
14012,278.0,1.0,328.8,1,At Risk
14013,110.0,3.0,473.02,0,Regular
14014,77.0,1.0,505.18,0,Regular
14015,53.0,1.0,917.34,0,Regular
14016,162.0,4.0,4341.21,1,At Risk
14019,47.0,3.0,1421.61,0,Regular
14020,17.0,2.0,642.8,0,Regular
14021,155.0,3.0,631.9,1,At Risk
14022,225.0,1.0,440.0,1,At Risk
14023,7.0,2.0,584.07,0,Regular
14024,122.0,2.0,327.7,0,Regular
14027,61.0,1.0,104.82,0,Regular
14029,63.0,2.0,467.66,0,Regular
14030,18.0,8.0,2360.09,0,Regular
14031,7.0,19.0,17286.86,0,Regular
14032,2.0,11.0,2975.59,0,Regular
14034,22.0,3.0,651.8199999999999,0,Regular
14035,29.0,5.0,1428.02,0,Regular
14036,285.0,1.0,626.65,1,At Risk
14037,176.0,2.0,147.20000000000002,1,At Risk
14038,78.0,3.0,1560.38,0,Regular
14039,33.0,1.0,152.2,0,Regular
14040,41.0,12.0,3614.92,0,Regular
14041,266.0,1.0,141.41,1,At Risk
14044,27.0,4.0,652.82,0,Regular
14045,109.0,4.0,1659.75,0,Regular
14046,284.0,1.0,154.99,1,At Risk
14047,9.0,5.0,1308.61,0,Regular
14048,305.0,1.0,409.93,1,At Risk
14049,17.0,4.0,5681.72,0,Regular
14050,32.0,2.0,746.36,0,Regular
14051,1.0,23.0,15610.39,0,Regular
14052,20.0,1.0,225.36,0,Regular
14053,124.0,2.0,260.25,0,Regular
14054,65.0,1.0,92.46,0,Regular
14055,106.0,1.0,725.6400000000001,0,Regular
14056,1.0,23.0,8214.65,0,Regular
14057,24.0,17.0,6217.96,0,Regular
14059,267.0,1.0,183.6,1,At Risk
14060,5.0,19.0,6140.42,0,Regular
14062,10.0,12.0,10464.85,0,Regular
14064,29.0,5.0,1353.74,0,Regular
14066,267.0,1.0,152.55,1,At Risk
14067,64.0,2.0,374.7,0,Regular
14068,320.0,1.0,265.85,1,At Risk
14071,4.0,8.0,1438.82,0,Regular
14073,32.0,1.0,151.04,0,Regular
14075,5.0,3.0,942.26,0,Regular
14076,129.0,1.0,122.47,0,Regular
14077,41.0,5.0,499.42,0,Regular
